Text,Speaker,Episode,Season,Show
JANOS SLYNT stands in indignation.,,e1-Two Swords,season-04,Game-of-Thrones
 How dare you?!,JANOS SLYNT,e1-Two Swords,season-04,Game-of-Thrones
 There's a band of wildlings south of the Wall already led by Tormund Giantsbane. I killed their warg and three others. They shot me full of arrows. Their orders are to attack Castle Black from the south when Mance hits it from the north. The signal for the attack will be a bonfire. Mance said it would be the greatest fire the North has ever seen. That's the truth. All the truth.,JON,e1-Two Swords,season-04,Game-of-Thrones
JANOS SLYNT sits back down.,,e1-Two Swords,season-04,Game-of-Thrones
 Do you intend to execute me or am I free to go?,JON,e1-Two Swords,season-04,Game-of-Thrones
" None of us are free. We are men of the Night's Watch. But we won't be taking your head today, Jon Snow. Go on.",MAESTER AEMON,e1-Two Swords,season-04,Game-of-Thrones
"JON nods and leaves. MAESTER AEMON stands to leave, frail and helped by his assistant. He moves slowly down the wooden stairs from the dais to the floor.",,e1-Two Swords,season-04,Game-of-Thrones
" I am acting commander here, Maester Aemon.",ALLISER THORNE,e1-Two Swords,season-04,Game-of-Thrones
" Yes, you are.",MAESTER AEMON,e1-Two Swords,season-04,Game-of-Thrones
  And I don't trust the bastard.,ALLISER THORNE,e1-Two Swords,season-04,Game-of-Thrones
 He told the truth.,MAESTER AEMON,e1-Two Swords,season-04,Game-of-Thrones
 And you always know when a man's telling a lie? How did you acquire this magical power?,ALLISER THORNE,e1-Two Swords,season-04,Game-of-Thrones
 I grew up in King's Landing.,MAESTER AEMON,e1-Two Swords,season-04,Game-of-Thrones
EXT. King's Landing garden.,,e1-Two Swords,season-04,Game-of-Thrones
OLENNA and MARGAERY consider necklace options for her wedding.,,e1-Two Swords,season-04,Game-of-Thrones
" No. No. You're a queen, not an ox.",OLENNA,e1-Two Swords,season-04,Game-of-Thrones
"OLENNA picks up one of the necklaces, sentimentally. MARGAERY smiles.",,e1-Two Swords,season-04,Game-of-Thrones
 Your grandfather gave me a necklace just like this one for my 51st nameday.,OLENNA,e1-Two Swords,season-04,Game-of-Thrones
"OLENNA tosses the necklace away, surprising MARGAERY.",,e1-Two Swords,season-04,Game-of-Thrones
" The wedding is in a fortnight, Grandmother. You can't say no to everything.",MARGAERY,e1-Two Swords,season-04,Game-of-Thrones
 Nonsense.,OLENNA,e1-Two Swords,season-04,Game-of-Thrones
OLENNA turns to the half dozen maids waiting.,,e1-Two Swords,season-04,Game-of-Thrones
" My little dears. Go and speak to the jewelers of King's Landing. Tell them who you are, tell them who sent you. The one who brings me the best necklace will get to keep the next best.",OLENNA,e1-Two Swords,season-04,Game-of-Thrones
"The maids exit, laughing. OLENNA turns back to MARGAERY. They sit.",,e1-Two Swords,season-04,Game-of-Thrones
" The Margaery Tyrell who walks into the sept a fortnight from now will inspire 1,000 songs. Now, how sad it will be if she's wearing rubbish like that.",OLENNA,e1-Two Swords,season-04,Game-of-Thrones
 Perhaps I should just let Joffrey choose it for me. End up with a string of dead sparrow heads around my neck.,MARGAERY,e1-Two Swords,season-04,Game-of-Thrones
" You watch that. Even here, even with me.",OLENNA,e1-Two Swords,season-04,Game-of-Thrones
Footsteps approach and BRIENNE enters.,,e1-Two Swords,season-04,Game-of-Thrones
 My word.,OLENNA,e1-Two Swords,season-04,Game-of-Thrones
 My lady. My lady. Please pardon me for interrupting. My name is Brienne of Tarth.,BRIENNE,e1-Two Swords,season-04,Game-of-Thrones
 We know who you are. We've heard all about you. But hearing is one thing. Aren't you just marvelous? Absolutely singular.,OLENNA,e1-Two Swords,season-04,Game-of-Thrones
BRIENNE looks embarrassed.,,e1-Two Swords,season-04,Game-of-Thrones
 I hear you knocked my grandson into the dirt like the silly little boy he is.,OLENNA,e1-Two Swords,season-04,Game-of-Thrones
" My lady, I know this is a very busy time for you, but if I could just have a moment.",BRIENNE,e1-Two Swords,season-04,Game-of-Thrones
"OLENNA turns to MARGAERY, intrigued.",,e1-Two Swords,season-04,Game-of-Thrones
 You dare not refuse.,OLENNA,e1-Two Swords,season-04,Game-of-Thrones
 Another part of the garden.,CUT TO,e1-Two Swords,season-04,Game-of-Thrones
BRIENNE and MARGAERY stroll next to a pond,,e1-Two Swords,season-04,Game-of-Thrones
 A shadow?,MARGAERY,e1-Two Swords,season-04,Game-of-Thrones
" A shadow with the face of Stannis Baratheon. I swear to you by all the gods it was Stannis. He plunged his sword through Renly's heart and disappeared. One day, my lady, I will avenge our king.",BRIENNE,e1-Two Swords,season-04,Game-of-Thrones
 Joffrey is our king now.,MARGAERY,e1-Two Swords,season-04,Game-of-Thrones
 I meant no offense.,BRIENNE,e1-Two Swords,season-04,Game-of-Thrones
 And you've given none.,MARGAERY,e1-Two Swords,season-04,Game-of-Thrones
MARGAERY gently touches BRIENNE on the shoulder.,,e1-Two Swords,season-04,Game-of-Thrones
INT. King's Landing.,,e1-Two Swords,season-04,Game-of-Thrones
"JOFFREY, JAIME and MERYN TRANT are strategizing.",,e1-Two Swords,season-04,Game-of-Thrones
" All the Kingsguard will be on duty, of course. Ser Boros will be stationed here. Ser Preston will be stationed here beside the primary entertainment. Your Grace?",JAIME,e1-Two Swords,season-04,Game-of-Thrones
" Yes, yes, one guard at the... the thing. Go on.",JOFFREY,e1-Two Swords,season-04,Game-of-Thrones
 Ser Meryn will guard Lady Margaery and Tommen.,JAIME,e1-Two Swords,season-04,Game-of-Thrones
" I've always guarded the king himself, my lord. Ever since your absence.",MERYN,e1-Two Swords,season-04,Game-of-Thrones
" And I thank you for it, Ser Meryn. All very good. I don't expect any trouble.",JAIME,e1-Two Swords,season-04,Game-of-Thrones
 The people love their king. They know who keeps them fed.,MERYN,e1-Two Swords,season-04,Game-of-Thrones
" Margaery Tyrell, I've heard.",JAIME,e1-Two Swords,season-04,Game-of-Thrones
 By my leave. They know I saved the city. They know I won the war.,JOFFREY,e1-Two Swords,season-04,Game-of-Thrones
 The war's not won. Not while Stannis lives.,JAIME,e1-Two Swords,season-04,Game-of-Thrones
" I broke Stannis on the Blackwater. Pity you weren't there to help, Uncle.",JOFFREY,e1-Two Swords,season-04,Game-of-Thrones
" My apologies, Your Grace. I was rather busy.",JAIME,e1-Two Swords,season-04,Game-of-Thrones
 Busy getting captured.,JOFFREY,e1-Two Swords,season-04,Game-of-Thrones
JOFFREY thumbs through a large tome.,,e1-Two Swords,season-04,Game-of-Thrones
" So this is the famous ""Book of Brothers""? All the great deeds of all the great Kingsguard. Ser Arthur Dayne. The Sword of the Morning. (Chuckles) Led the attack on the Kingswood Brotherhood. Defeated the Smiling Knight in single combat. Ser Duncan the Tall. (Laughs) Four pages for Ser Duncan. He must have been quite a man.",JAIME,e1-Two Swords,season-04,Game-of-Thrones
 So they say.,JAIME,e1-Two Swords,season-04,Game-of-Thrones
 Ser Jaime Lannister. (Chuckles),JOFFREY,e1-Two Swords,season-04,Game-of-Thrones
There is very little written in the Book of Brothers about JAIME.,,e1-Two Swords,season-04,Game-of-Thrones
 Someone forgot to write down all your great deeds.,JOFFREY,e1-Two Swords,season-04,Game-of-Thrones
  There's still time.,JAIME,e1-Two Swords,season-04,Game-of-Thrones
  Is there? For a 40-year-old knight with one hand? How can you protect me with that?,JOFFREY,e1-Two Swords,season-04,Game-of-Thrones
" I use my left hand now, Your Grace. Makes for more of a contest.",JAIME,e1-Two Swords,season-04,Game-of-Thrones
"JOFFREY and MERYN exit. JAIME walks over to the book, and slams it shut.",,e1-Two Swords,season-04,Game-of-Thrones
EXT. ESSOS,,e1-Two Swords,season-04,Game-of-Thrones
"The unsullied are marching past DAENERYS and MISSANDEI, who stand on a cliff overlooking the shore.",,e1-Two Swords,season-04,Game-of-Thrones
 Have you ever been to Meereen?,DAENERYS,e1-Two Swords,season-04,Game-of-Thrones
" Several times, Your Grace, with Master Kraznys.",MISSANDEI,e1-Two Swords,season-04,Game-of-Thrones
 And?,DAENERYS,e1-Two Swords,season-04,Game-of-Thrones
" They say 1,000 slaves died building the Great Pyramid of Meereen.",MISSANDEI,e1-Two Swords,season-04,Game-of-Thrones
 And now an army of former slaves is marching to her gates. You think the Great Masters are worried?,DAENERYS,e1-Two Swords,season-04,Game-of-Thrones
"  If they're smart, Your Grace.",MISSANDEI,e1-Two Swords,season-04,Game-of-Thrones
"Footsteps approach, and DAARIO NAHARIS enters.",,e1-Two Swords,season-04,Game-of-Thrones
 You were told to ride at the back of the train.,DAENERYS,e1-Two Swords,season-04,Game-of-Thrones
" Yes, my queen. But I need to speak to you about something important. A matter of strategy.",DAARIO,e1-Two Swords,season-04,Game-of-Thrones
DAENERYS signals for MISSANDEI to leave them.,,e1-Two Swords,season-04,Game-of-Thrones
 Your Grace.,MISSANDEI,e1-Two Swords,season-04,Game-of-Thrones
MISSANDEI exists.,,e1-Two Swords,season-04,Game-of-Thrones
" All right, what is this matter of strategy?",DAENERYS,e1-Two Swords,season-04,Game-of-Thrones
DAARIO presents DAENERYS with a purple flower.,,e1-Two Swords,season-04,Game-of-Thrones
 A dusk rose.,DAARIO,e1-Two Swords,season-04,Game-of-Thrones
 Would you like to walk at the back of the train instead of riding?,DAENERYS,e1-Two Swords,season-04,Game-of-Thrones
"DAENERYS starts to walk away, but DAARIO follows and presents her with another small flowering plant, this one is white.",,e1-Two Swords,season-04,Game-of-Thrones
 And this one's called lady's lace.,DAARIO,e1-Two Swords,season-04,Game-of-Thrones
 Would you like to walk without shoes?,DAENERYS,e1-Two Swords,season-04,Game-of-Thrones
" You have to know a land to rule it. It's plants, it's rivers, it's roads, it's people. Dusk rose tea eases fever. Everyone in Meereen knows that. Especially the slaves who have to make the tea. If you want them to follow you, you have to become a part of their world. Strategy.",DAAERIO,e1-Two Swords,season-04,Game-of-Thrones
DAARIO presents her with a red flower.,,e1-Two Swords,season-04,Game-of-Thrones
 Harpy's Gold. No tea from this one. Beautiful but poisonous.,DAARIO,e1-Two Swords,season-04,Game-of-Thrones
DAARIO presents the three flowers to DAENERYS in a small bouquet.,,e1-Two Swords,season-04,Game-of-Thrones
" You are a gambler, aren't you?",DAENERYS,e1-Two Swords,season-04,Game-of-Thrones
She takes the flowers. DAARIO makes a small bow to depart.,,e1-Two Swords,season-04,Game-of-Thrones
 Your Grace.,DAARIO,e1-Two Swords,season-04,Game-of-Thrones
"DAENERYS ponders. A man shouts in valerian. She joins, BARRISTAN SELMY, JORAH, GREY WORM and MISSANDEI. They have found a mile marker, festooned by a woman's corpse who points the way to Mereen.s",,e1-Two Swords,season-04,Game-of-Thrones
 There's one on every mile marker between here and Meereen.,JORAH,e1-Two Swords,season-04,Game-of-Thrones
 How many miles are there between here and Meereen?,DAENERYS,e1-Two Swords,season-04,Game-of-Thrones
" 163, Your Grace. I'll tell our men to ride ahead and bury them. You don't need to see this.",BARRISTAN,e1-Two Swords,season-04,Game-of-Thrones
 You will do no such thing. I will see each and every one of their faces. Remove her collar before you bury her.,DAENERYS,e1-Two Swords,season-04,Game-of-Thrones
EXT.  KING'S LANDING.,,e1-Two Swords,season-04,Game-of-Thrones
SANSA stands on the shore with eyes closed. BRIENNE and JAIME stand on the cliff above.,,e1-Two Swords,season-04,Game-of-Thrones
 There she is.,BRIENNE,e1-Two Swords,season-04,Game-of-Thrones
" Yes, there she is.",JAIME,e1-Two Swords,season-04,Game-of-Thrones
 And? You made a promise.,BRIENNE,e1-Two Swords,season-04,Game-of-Thrones
 To return the Stark girls to their mother who is now dead.,JAIME,e1-Two Swords,season-04,Game-of-Thrones
 To keep them safe.,BRIENNE,e1-Two Swords,season-04,Game-of-Thrones
" Well, Arya Stark hasn't been seen since her father was killed. Where do you think she is? My money's on dead. There's a certain safety in death, wouldn't you say? And Sansa Stark is now Sansa Lannister. Bit of a complication.",JAIME,e1-Two Swords,season-04,Game-of-Thrones
 A complication does not release you from a vow.,BRIENNE,e1-Two Swords,season-04,Game-of-Thrones
 What do you want me to do? Kidnap my sister-in-law? And take her where? Where would she be safer than here?,JAIME,e1-Two Swords,season-04,Game-of-Thrones
 Look me in the eye and tell me that you think she'll be safe in King's Landing.,BRIENNE,e1-Two Swords,season-04,Game-of-Thrones
" Are you sure we're not related? Ever since I've returned, every Lannister I've seen has been a miserable pain in my ass. Maybe you're a Lannister, too. You've got the hair for it if not the looks.",JAIME,e1-Two Swords,season-04,Game-of-Thrones
JAIME exits. BRIENNE follows.,,e1-Two Swords,season-04,Game-of-Thrones
"SANSA comes up from the shore. She hears something, and realizes that she is not alone. She quickens her pace through the woods. A man trails her, stealthily. She speeds her walk, and comes to a table. TOMMY taps her on the shoulder. She starts.",,e1-Two Swords,season-04,Game-of-Thrones
  It's all right. It's all right. It's all right.,SER DONTOS,e1-Two Swords,season-04,Game-of-Thrones
  You're drunk.,SANSA,e1-Two Swords,season-04,Game-of-Thrones
 Yes. I have good reason to be. Once I was a knight. Now I'm only a fool. Don't you know me?,SER DONTOS,e1-Two Swords,season-04,Game-of-Thrones
 Ser Dontos. The king's nameday celebration. I'm sorry. I should have remembered.,SANSA,e1-Two Swords,season-04,Game-of-Thrones
" I can't accept your apology. I may be a fool, but I'm a living fool, thanks to you.",SER DONTOS,e1-Two Swords,season-04,Game-of-Thrones
 Anyone would have done the same.,SANSA,e1-Two Swords,season-04,Game-of-Thrones
" But only you did. I can never repay you. You gave me my life. But this, this is worth more than my life.",SER DONTOS,e1-Two Swords,season-04,Game-of-Thrones
SER DONTOS gives SANSA a necklace with blue stones. SANSA looks closely at it.,,e1-Two Swords,season-04,Game-of-Thrones
" It belonged to my mother and her mother before her. House Hollard was strong once. House on the rise. That's all that's left of those days, thanks to a few sad, fat drunks like me.",SER DONTOS,e1-Two Swords,season-04,Game-of-Thrones
" I can't take it. It's very, very kind of you, but I can't.",SANSA,e1-Two Swords,season-04,Game-of-Thrones
 I don't have anything else left. That's all. Take it. Wear it. Let my name have one more moment in the sun before it disappears from the world.,SER DONTOS,e1-Two Swords,season-04,Game-of-Thrones
" I'll wear it with pride, Ser Dontos.",SANSA,e1-Two Swords,season-04,Game-of-Thrones
 Yeah.,SER DONTOS,e1-Two Swords,season-04,Game-of-Thrones
They both smile,,e1-Two Swords,season-04,Game-of-Thrones
EXT. THE RIVERLANDS,,e1-Two Swords,season-04,Game-of-Thrones
"ARYA sits in front of the HOUND on his horse. They ride through a scene of brutal violence, with villagers slaughtered amongst their upended carts. Flies buzz at the corpses.",,e1-Two Swords,season-04,Game-of-Thrones
 When am I going to get a horse of my own?,ARYA,e1-Two Swords,season-04,Game-of-Thrones
 The little lady wants a pony.,HOUND,e1-Two Swords,season-04,Game-of-Thrones
 The little lady wants away from your stench.,ARYA,e1-Two Swords,season-04,Game-of-Thrones
" Horses aren't easy to come by. Even if they were, you think I'm gonna put you on your own horse? Watch the only thing of value I've got in the world ride away?",HOUND,e1-Two Swords,season-04,Game-of-Thrones
 Why don't you have any money? Didn't you steal anything from Joffrey before you left?,ARYA,e1-Two Swords,season-04,Game-of-Thrones
 No.,HOUND,e1-Two Swords,season-04,Game-of-Thrones
" You're not very smart, are you?",ARYA,e1-Two Swords,season-04,Game-of-Thrones
 I'm not a thief.,HOUND,e1-Two Swords,season-04,Game-of-Thrones
" You're fine with murdering little boys, but thieving is beneath you?",ARYA,e1-Two Swords,season-04,Game-of-Thrones
 A man's got to have a code.,HOUND,e1-Two Swords,season-04,Game-of-Thrones
 You think I'm gonna escape? Where would I go? I'd be dead by nightfall without you. My family's gone. I've got no one.,ARYA,e1-Two Swords,season-04,Game-of-Thrones
" You've got an aunt in the Vale. Your rich Aunt Lysa. After I sell you to her, maybe she'll have enough left over to buy you that pony you want so much.",HOUND,e1-Two Swords,season-04,Game-of-Thrones
 outside an Inn. Sounds of men can be heard in the buildings.,CUT TO,e1-Two Swords,season-04,Game-of-Thrones
 I'm hungry. You're hungry.,ARYA,e1-Two Swords,season-04,Game-of-Thrones
" Five horses, five men. More than I feel like killing on an empty stomach.",HOUND,e1-Two Swords,season-04,Game-of-Thrones
"Two men exit the bulding, and ARYA recognizes POLLIVER.",,e1-Two Swords,season-04,Game-of-Thrones
 I know him. The small one. His name is Polliver. He captured us and took us to Harrenhal.,ARYA,e1-Two Swords,season-04,Game-of-Thrones
The two men urinate into the bushes by the farm.,,e1-Two Swords,season-04,Game-of-Thrones
 He killed Lommy.,ARYA,e1-Two Swords,season-04,Game-of-Thrones
 What the fuck's a Lommy?,HOUND,e1-Two Swords,season-04,Game-of-Thrones
 He was my friend. Polliver stole my sword and put it right through his neck. He's still got it.,ARYA,e1-Two Swords,season-04,Game-of-Thrones
 Got what?,HOUND,e1-Two Swords,season-04,Game-of-Thrones
 My sword Needle.,ARYA,e1-Two Swords,season-04,Game-of-Thrones
  Needle? Of course you named your sword.,HOUND,e1-Two Swords,season-04,Game-of-Thrones
 Lots of people name their swords.,ARYA,e1-Two Swords,season-04,Game-of-Thrones
 Lots of cunts.,HOUND,e1-Two Swords,season-04,Game-of-Thrones
The two men finish relieving themselves and return inside. The HOUND notices that ARYA has started towards the Inn.,,e1-Two Swords,season-04,Game-of-Thrones
 What are you... get back here.,HOUND,e1-Two Swords,season-04,Game-of-Thrones
 My brother gave me that sword.,ARYA,e1-Two Swords,season-04,Game-of-Thrones
  Get back here.,HOUND,e1-Two Swords,season-04,Game-of-Thrones
  He killed my friend.,ARYA,e1-Two Swords,season-04,Game-of-Thrones
The HOUND grabs ARYA roughly by the should and puts himself between her and the door.,,e1-Two Swords,season-04,Game-of-Thrones
 I don't care if he ate your friend. We're not going in there.,HOUND,e1-Two Swords,season-04,Game-of-Thrones
"The door opens behind him and a soldier meets his eye. The HOUND turns to face him fully. He retreats, allowing the HOUND to enter.",,e1-Two Swords,season-04,Game-of-Thrones
 FARMHOUSE INTERIOR,CUT TO,e1-Two Swords,season-04,Game-of-Thrones
"The HOUND enters the door, and a woman can be heard whimpering while the soldiers egg each other on.",,e1-Two Swords,season-04,Game-of-Thrones
" Come on, give it up.",MAN,e1-Two Swords,season-04,Game-of-Thrones
 (Whimpers),INNKEEPER'S DAUGHER,e1-Two Swords,season-04,Game-of-Thrones
 Come here.,MAN,e1-Two Swords,season-04,Game-of-Thrones
 (Whimpers),INNKEEPER'S DAUGHER,e1-Two Swords,season-04,Game-of-Thrones
 Let's have a feel there.,MAN,e1-Two Swords,season-04,Game-of-Thrones
 Leave it.,MAN #2,e1-Two Swords,season-04,Game-of-Thrones
The INNKEEPER'S DAUGHER struggles in the grasp of one of the men ARYA enters behind the hound and shuts the door. The soldiers look warily at their the duo. Everyone goes quiet as the HOUND and ARYA enter the inn. The HOUND and ARYA sit at a table in the back. The men return to their assault on the girl.,,e1-Two Swords,season-04,Game-of-Thrones
 Come here.,MAN,e1-Two Swords,season-04,Game-of-Thrones
" Please, she's a good girl.",INNKEEPER,e1-Two Swords,season-04,Game-of-Thrones
 Shut your mouth and pour us more ale and we may not take her with us when we're done with her.,POLLIVER,e1-Two Swords,season-04,Game-of-Thrones
POLLIVER turns to look at ARYA . He recognizes her.,,e1-Two Swords,season-04,Game-of-Thrones
 I know you.,POLLIVER,e1-Two Swords,season-04,Game-of-Thrones
ARYA graps the hilt of the HOUND's sword. POLLIVER stnads.,,e1-Two Swords,season-04,Game-of-Thrones
 You're the Hound.,POLLIVER,e1-Two Swords,season-04,Game-of-Thrones
ARYA is relieved. She releases her grip on the HOUND's sword. POLLIVER walks over and joins their table.,,e1-Two Swords,season-04,Game-of-Thrones
 Pour our new friend some ale. What brings you so far north?,POLLIVER,e1-Two Swords,season-04,Game-of-Thrones
 I could ask the same of you. What are you doing up here?,HOUND,e1-Two Swords,season-04,Game-of-Thrones
 Just keeping the king's peace.,POLLIVER,e1-Two Swords,season-04,Game-of-Thrones
 No need. The war's over.,HOUND,e1-Two Swords,season-04,Game-of-Thrones
The INNKEEPER pours them some ale. The HOUND drinks.,,e1-Two Swords,season-04,Game-of-Thrones
 So I've heard. Stannis defeated at the Blackwater. Robb Stark killed at the Twins. And where am I for all of it? Stuck with your brother. Meaning no offense.,POLLIVER,e1-Two Swords,season-04,Game-of-Thrones
 None taken.,HOUND,e1-Two Swords,season-04,Game-of-Thrones
" He's good, the Mountain is. Best at what he does. But torture, torture, torture, torture. You spend enough time putting the hammer to people, you start to feel like a carpenter making chairs. Drains the fun right out of it. And what's life without a little fun? (Chuckles)",POLLIVER,e1-Two Swords,season-04,Game-of-Thrones
POLLIVER turns to look at ARYA.,,e1-Two Swords,season-04,Game-of-Thrones
" But I don't need to tell you that, eh?",POLLIVER,e1-Two Swords,season-04,Game-of-Thrones
 She's all right. I've had better.,HOUND,e1-Two Swords,season-04,Game-of-Thrones
" (Laughs) You know what? You should come with us. His kind, they've always got something hidden away somewhere. Gold, silver, more daughters. Always something if you know how to make them talk. And there's plenty of him between here and King's Landing. You could do well for yourself. We certainly have been.",POLLIVER,e1-Two Swords,season-04,Game-of-Thrones
 I'm not going to King's Landing.,HOUND,e1-Two Swords,season-04,Game-of-Thrones
 Think about it. We could do whatever we like wherever we go. These are the king's colors. No one's standing in his way now. Which means no one's standing in ours.,POLLIVER,e1-Two Swords,season-04,Game-of-Thrones
 Fuck the king.,HOUND,e1-Two Swords,season-04,Game-of-Thrones
The chatter in the inn stops.The HOUND takes a drink.,,e1-Two Swords,season-04,Game-of-Thrones
" When I heard that Joffrey's dog had tucked tail and run from the Battle of the Blackwater, I didn't believe it. But here you are.",POLLIVER,e1-Two Swords,season-04,Game-of-Thrones
 Here I am. Bring me one of those chickens.,HOUND,e1-Two Swords,season-04,Game-of-Thrones
 You got money to pay for it?,POLLIVER,e1-Two Swords,season-04,Game-of-Thrones
 You paid for it?,HOUND,e1-Two Swords,season-04,Game-of-Thrones
" (Laughs) No. But we're the king's men. So, you got money?",POLLIVER,e1-Two Swords,season-04,Game-of-Thrones
 Not a penny.,HOUND,e1-Two Swords,season-04,Game-of-Thrones
 I'll still take that chicken.,HOUND,e1-Two Swords,season-04,Game-of-Thrones
 Tell you what. We'll trade you. One of our little chickens for one of yours. Give us a go at your friend. Lowell there likes them a bit broken in.,POLLIVER,e1-Two Swords,season-04,Game-of-Thrones
The men chuckle.,,e1-Two Swords,season-04,Game-of-Thrones
 You're a talker. Listening to talkers makes me thirsty.,HOUND,e1-Two Swords,season-04,Game-of-Thrones
"The HOUND takes POLLIVER's ale, and finishes it in one long drink.",,e1-Two Swords,season-04,Game-of-Thrones
 Ah. And hungry. Think I'll take two chickens.,HOUND,e1-Two Swords,season-04,Game-of-Thrones
 You don't seem to understand the situation.,POLLIVER,e1-Two Swords,season-04,Game-of-Thrones
" I understand that if any more words come pouring out of your cunt mouth, I'm gonna have to eat every fucking chicken in this room.",HOUND,e1-Two Swords,season-04,Game-of-Thrones
 You lived your life for the king. You're gonna die for some chickens?,POLLIVER,e1-Two Swords,season-04,Game-of-Thrones
 Someone is.,HOUND,e1-Two Swords,season-04,Game-of-Thrones
"The men stare one another down. POLLIVER rises to attack, but the HOUND turns over the table, knocking him down. He then sets to the room and dispatches the soldiers one by one, while the INNKEEPER cowers. The fight is brutal, using both sword and fist. POLLIVER and a companion. are able to get the upper hand, and the HOUND falls to the ground, where they kick at him violently. ARYA watches in fright. The HOUND manages to fend them off with his sword, even from the ground. He sweeps the legs out from under one of them, and POLLIVER scambles on all fours towards his sword. The HOUND steps on the blade and slugs POLLIVER violently, who crumples to the ground. The fight continues, and the HOUND gores another soldier before TOMMY pins the HOUND to the ground, a dagger to his throat. With great strength, the HOUND pulls the man's dagger away from his throat while gouging at his face. He positions the man's face over his own dagger, and swiftly slams the soldier's face into the dagger, repeatedly.",,e1-Two Swords,season-04,Game-of-Thrones
"ARYA moves from shock into action. She shatters a jug over a soldier's head, then picks up a sword and stabs him through, slowly. She comes up behind POLLIVER, who is stalking the wounded HOUND, and stabs him through. She takes need from him before he falls forward to the ground. The HOUND runs another soldier through. ARYA walks calmly over POLLIVER, who lays on his back.",,e1-Two Swords,season-04,Game-of-Thrones
" Something wrong with your leg, boy?",ARYA,e1-Two Swords,season-04,Game-of-Thrones
 What? What do you mean?,POLLIVER,e1-Two Swords,season-04,Game-of-Thrones
 Can you walk? I've got to carry you?,ARYA,e1-Two Swords,season-04,Game-of-Thrones
 Carry me?,POLLIVER,e1-Two Swords,season-04,Game-of-Thrones
 Fine little blade.,ARYA,e1-Two Swords,season-04,Game-of-Thrones
ARYA puts the point of her blade under POLLIVER's chin. He raises his hands weakly in surrender.,,e1-Two Swords,season-04,Game-of-Thrones
 Maybe I'll pick my teeth with it.,ARYA,e1-Two Swords,season-04,Game-of-Thrones
"A light of recognition fills POLLIVER's eyes, met quickly by ARYA stabbing him through the chin, slowly. He gasps and gurgles. She removes her sword and watches the blood fill his mouth. He chokes, spurts, and dies.",,e1-Two Swords,season-04,Game-of-Thrones
EXT. Outside the inn,,e1-Two Swords,season-04,Game-of-Thrones
"The HOUND rides his mount, chewing on some chicken. ARYA comes into view behind him on her own white horse. She looks pleased. They ride through the devastation of the countryside.",,e1-Two Swords,season-04,Game-of-Thrones
[Jon Snow leaves the tunnel and walks out into the snow. Smoking dead bodies lie all around him. As he walks into the forest he becomes surrounded by Wildlings. He has entered the Wildling camp unarmed],,e10-The Children,season-04,Game-of-Thrones
 You're wearing a black cloak again.,MANCE,e10-The Children,season-04,Game-of-Thrones
 I've been sent to negotiate with you.,JON,e10-The Children,season-04,Game-of-Thrones
[Mance and Jon enter Mance's tent and take a seat],,e10-The Children,season-04,Game-of-Thrones
" It appears my trusting nature got the better of me. It's happened before. I was hoping your loyalty was real when you pledged yourself to us, Jon Snow, truly I was.",MANCE,e10-The Children,season-04,Game-of-Thrones
" The Halfhand ordered me to join your army and bring back whatever information I could to Castle Black. He made me kill him so you'd trust me. I was loyal, to him and to my Night's Watch vows.",JON,e10-The Children,season-04,Game-of-Thrones
" All of your vows? She wasn't enough to turn ya, eh? Were you enough to turn her?",MANCE,e10-The Children,season-04,Game-of-Thrones
 She put three arrows in me when I escaped.,JON,e10-The Children,season-04,Game-of-Thrones
 Did you see her again at Castle Black?,MANCE,e10-The Children,season-04,Game-of-Thrones
 Yes.,JON,e10-The Children,season-04,Game-of-Thrones
 And?,MANCE,e10-The Children,season-04,Game-of-Thrones
 She's dead.,JON,e10-The Children,season-04,Game-of-Thrones
 Your doing?,MANCE,e10-The Children,season-04,Game-of-Thrones
 No.,JON,e10-The Children,season-04,Game-of-Thrones
 We'll drink to her.,MANCE,e10-The Children,season-04,Game-of-Thrones
[One of the Wildlings gets two cups and fills them with liquid. Jon looks at Mance],,e10-The Children,season-04,Game-of-Thrones
" Of all the ways I'd kill you, poison would be the last.",MANCE,e10-The Children,season-04,Game-of-Thrones
[They pick up their cups],,e10-The Children,season-04,Game-of-Thrones
 Ygritte.,MANCE,e10-The Children,season-04,Game-of-Thrones
 Ygritte.,JON,e10-The Children,season-04,Game-of-Thrones
[They take a sip and Jon begins to cough],,e10-The Children,season-04,Game-of-Thrones
 That's not wine.,JON,e10-The Children,season-04,Game-of-Thrones
" No, it's a proper Northern drink, Jon Snow. You did well. Fought hard. Killed some of our strongest men. One of our giants went into your tunnel and never came out again. Mag the Mighty.",MANCE,e10-The Children,season-04,Game-of-Thrones
 He's dead. He killed my friend Grenn.,JON,e10-The Children,season-04,Game-of-Thrones
 He was their king. Last of a bloodline that stretches back before the First Men.,MANCE,e10-The Children,season-04,Game-of-Thrones
 Grenn came from a farm.,JON,e10-The Children,season-04,Game-of-Thrones
[They lift their cups],,e10-The Children,season-04,Game-of-Thrones
 Mag and Grenn.,MANCE,e10-The Children,season-04,Game-of-Thrones
 Grenn and Mag.,JON,e10-The Children,season-04,Game-of-Thrones
" Kullback, could I trouble you for something to eat? I don't imagine our guest has eaten anything in quite some time. So. You're here to strike a bargain?",MANCE,e10-The Children,season-04,Game-of-Thrones
 Turn your army around and go home.,JON,e10-The Children,season-04,Game-of-Thrones
